customer_ID,Month,Year,Numeric Value,Transaction_ID
01GZ1HY1QKQXQWRADDMH72K8PM,Jun,2004,266.5188254,01GY33CCX20FYXFSESREBRSDXJ
01GZ1HY1QQHZNSJMQ8KF5JTSM4,Jun,2002,914.5673607,01GY33CCX729BKM3K9779R6X9Z
01GZ1HY1QSW64YQKV4XFCXZY1C,Jan,2005,981.7376389,01GY33CCY337B5YM955Y25RV9J
01GZ1HY1QW6RD82Q3ARECXRT1S,May,2008,815.2865275,01GY33CCY95H3P1P36Y2BM9QFH
01GZ1HY1QZF4DGS5HRDP799KPV,Jul,2007,310.8582681,01GY33CCYGJHM2R0E2K86C1ZD0
01GZ1HY1R376AZA0QK03GHYTEE,Jun,2000,104.4680573,01GY33CCYPCVNN3G5Y4WMA9TQ2
01GZ1HY1R5G0QB57X1W58RRJAE,Aug,2011,903.1035165,01GY33CCYV3E1EJPVPHX0D7BYV
01GZ1HY1S1QR2QBWHDRK87CTXS,Jan,2002,429.1544298,01GY33CCYZJSM9JNJ5DAMW6FK5
01GZ1HY1S5GPCCWYYQM1286R6A,Nov,2013,60.43534327,01GY33CCZ2ESGXS5AN3WYGXCS0
01GZ1HY1S9KW3TEF2YNB74MY02,Mar,2005,936.3132818,01GY33CCZ5R5J9W0K6CT65VBP4
01GZ1HY1SDB3X647RSMQK14PVY,Jul,2008,397.2460171,01GY33CCZ9TBNF56N8QJ9QXG9S
01GZ1HY1SHA2R4VAY1XF40ANQ5,Apr,2009,405.1231053,01GY33CCZDP5TWDNST5JABDB4F
01GZ1HY1SMT3WTN9KGGQHNQ9R5,Sep,2011,9.061056801,01GY33CCZF1KMJKVAR5YXEX22K
01GZ1HY1SRN2Y1XVWEWKCFVAEM,Jun,2011,262.1035406,01GY33CCZKAJ0RDVYT7HQKDQVT
01GZ1HY1SW46MA7V0MT0A9JM3G,Jul,2004,354.361266,01GY33CCZPT1GMKTVH7EA5QDKT
01GZ1HY1T19TMVE2CT3SCQ6PMN,Mar,2009,74.77262879,01GY33CCZTH276W58DJT8XJ4BY
01GZ1HY1T44HB76MECMFGAC1YJ,Mar,2005,600.6007264,01GY33CCZXDJVDPWR7P8N1G5WB
01GZ1HY1T8A291VEMAM0N1K92C,Jul,2008,30.76903385,01GY33CD000V2DJFW0W0HFDYVZ
01GZ1HY1TF6D19PEG3MBEV3ZDV,Sep,2000,127.5244631,01GY33CD03SD99A3Y50GCTDP39
01GZ1HY1TQT4009FHBB27SS29D,Feb,2000,455.9016179,01GY33CD06WKXDMF16ZQTGJ4X4
01GZ1HY1TXEKFAKCQF6DBCPKB7,Jun,2005,948.1606013,01GY33CD0AV6TX1N8QV890C0HR
01GZ1HY1J7WCGQD6DCJEFS730B,Nov,2006,990.3541699,01GY33CCQEXEZF7PMD0THY6BY9
01GZ1HY1K4CWVBXN9JRZ3MCYTW,Feb,2003,387.069232,01GY33CCQJ1ZDFWM11C7YPPWQ5
01GZ1HY1K70NSMS9X7RRKYFVA8,Apr,2010,282.6601198,01GY33CCQN62NNMRBEDV7DKW6M
01GZ1HY1KA53K0MY9FSBCJMN6R,Feb,2012,665.6696126,01GY33CCQTQHTAVAGPKJECSD98
01GZ1HY1KDT0Q2XMA3CJM4F99G,Feb,2000,158.7205841,01GY33CCR0W2JD35NB7Z2DXQ6M
01GZ1HY1KFWJE4E0P7TQCQG8GV,Dec,2003,597.0718395,01GY33CCR7HBHP2XASS3DV2E35
01GZ1HY1KK3AMQ1KT0K7MKRSXV,Feb,2001,456.2018483,01GY33CCREEBFS79RVRV5XPQWP
01GZ1HY1KQMZV31T5MM3WKKX68,Jun,2008,12.44815584,01GY33CCRM8X82TZ8X7662KKNE
01GZ1HY1KTPMFDFF5DPK9X2X2V,Mar,2000,773.9774858,01GY33CCRVNJPT6FMPWJXYY96C
01GZ1HY1KYV0K6QV3QHHADV5SC,Aug,2013,417.7286514,01GY33CCS2RYE8S3FJZ7Z7WSRP
01GZ1HY1M2S6YSG308HQ1Z1HN9,Oct,2013,476.5288437,01GY33CCS75QVNDPYH20YQZTNK
01GZ1HY1NCVP0HGG6QB4XQVGG9,Apr,2006,827.0613233,01GY33CCSH2FJK9N1F7SBF8W86
01GZ1HY1NG7QYG2FXFJGF7Q5A1,Oct,2007,416.0284604,01GY33CCSQP2G9H1V8TN43MNZ3
01GZ1HY1NMEZSVX1YM1SQ7P936,Nov,2004,90.16904566,01GY33CCSWFHDBHQ56XQFC1E4X
01GZ1HY1NRTCHFWJTNRDYCW0W8,Apr,2009,674.851723,01GY33CCT096HXM01CSPNZG4B3
01GZ1HY1NVA9C4PRQZMZF0XXB6,Apr,2004,7.845383938,01GY33CCT4YTCKD33N0MYQSRQQ
01GZ1HY1NZ4K1HY13FVJMWKWYD,Feb,2007,668.7213853,01GY33CCT7S3QDH3ZX3S6S9G2C
01GZ1HY1P2ND3N3NW6EPGX6CPV,Mar,2006,65.6290362,01GY33CCTBXWT9BAJ7BSQNB546
01GZ1HY1P5QHZ587ZCSSKYQPQB,Jun,2008,861.707343,01GY33CCTEH6CB3FPABJ3AJHBY
01GZ1HY1P898BDHDYG9T248VJE,Feb,2004,882.54686,01GY33CCTJG036T28W5NCG9Q8X
01GZ1HY1PBB65FERBC07W0PZGM,Aug,2012,180.9862364,01GY33CCTNWA4KR64HY54NNMKZ
01GZ1HY1PEM1FNN8GEQXBGMJT4,Jan,2001,268.1368569,01GY33CCTSQPZWAY8RRMC8DAPN
01GZ1HY1PHSVQZA9KJBJFSFM68,Nov,2012,74.9172603,01GY33CCTXZPK50PEFQZSPM2BE
01GZ1HY1PNTR4GR2YJ4R0XKHT1,Mar,2012,55.37788344,01GY33CCV0CTHEGCJFX9GS0WST
01GZ1HY1PTM71NZK8H9XXDW2YY,Feb,2012,257.3503345,01GY33CCV308YAH4SS5AB8WYR1
01GZ1HY1Q05P9KRJJFXDY20W5P,Dec,2008,682.8201586,01GY33CCV6KZJKY64TMY765S0C
01GZ1HY1Q3KDQ2344CC7BR94X8,Jan,2004,553.4488566,01GY33CCVAZTQBNG4SH91F5B8Q
01GZ1HY1Q87CVMSAKW2WSCEZ4A,Dec,2008,710.6559024,01GY33CCVDGA3FMVM3VJ9BZ69J
01GZ1HY1QDS446M0SG1D97MSVQ,Dec,2012,109.6567748,01GY33CCVH388FVRGW289CV0TN
01GZ1HY1QJD8W6JTDE14S15JPR,Jul,2012,456.4255488,01GY33CCVNXW2W8NDSWFRNY1TY
01GZ1HY1QRWNHDP087NFBDF5EA,Jul,2013,344.2925587,01GY33CCVRWF8PVPA49H4XZ72E
01GZ1HY1QYV4CCDHMB3WXK4YG9,Mar,2005,452.4308846,01GY33CCVW2C1C0ZN7997Y35Q5
01GZ1HY1R36BX5M12FY2X60QEN,Jun,2012,148.3815114,01GY33CCVZX8F1K0Z59CB29VGF
01GZ1HY1R83CVBBQ5AFTKY6Y7X,Nov,2003,777.177193,01GY33CCW2AJ2GFC6JXEH175YV
01GZ1HY1RDPD1V34RERNAEB77E,Jul,2012,605.8329742,01GY33CCW620TQFGQ9MGTD19WB
01GZ1HY1RJ0YB5766ZBSAX8Q9Z,Apr,2009,209.8206234,01GY33CCW9ZXZ5HSE0WTK8B3WN
01GZ1HY1RQQTA9W0NPTG9CQY4H,Jan,2009,31.43949613,01GY33CCWDY9CZPP7BEG9CE60A
01GZ1HY1RWWGY3CV5FNY5YMSHV,Oct,2012,232.262252,01GY33CCWG57Z5XDV6KFKMCM02
01GZ1HY1S1Q532YYRMXMJSME51,Apr,2011,629.1478764,01GY33CCWKZF9D8EKPME1H4VD5
01GZ1HY1S5QQPCWGFEP0E43KQE,Jan,2007,912.2313155,01GY33CCWQG4MN8C7A53TK6ZFS
01GZ1HY1S8HE3DDY716V7RD7M2,May,2004,713.7747812,01GY33CCWVR8QHTBHKMZSTSFK7
01GZ1HY1SB4YHMGFPK3DC39WFR,Dec,2007,695.545182,01GY33CCWYWW54GG270NNAFDFS
01GZ1HY1SE2B42B4GNW40VP59W,Jun,2005,76.99673172,01GY33CCX1YAJBAC76TXXVCM9J
01GZ1HY1SJD06CJ8DYTTYM3ZMA,Jul,2008,676.8531887,01GY33CCX6CFD64EKWM3FSBM67
01GZ1HY1SN9B519PN1WMDJ0VJE,Jul,2008,661.1756381,01GY33CCX9RQE8D50P8XHQ0JTD
01GZ1HY1SRNTDJ56DX146KY8PZ,Feb,2012,930.8412815,01GY33CCXDX1YXP46NV2V5QY4X
01GZ1HY1STK65Z71TCVCZW1NX5,Jan,2009,618.0066221,01GY33CCXH3RBQHC2EGZVFAET1
01GZ1HY1SW8560GEFKV7XS48R6,Oct,2010,781.5378479,01GY33CCXMX21VFW9PXET8Y7D0
01GZ1HY1SZGHDRS45K6R09FRSB,Oct,2007,396.1480016,01GY33CCXRX4FKPN0BD2XZ0VTV
01GZ1HY1T2BS14TCD01SY6VXB1,Jun,2003,456.7092614,01GY33CCXVCK1XEQ2ZB99ME3A0
01GZ1HY1FQJV594XJ84XPRQ5N4,Jul,2007,527.2744809,01GY33CCPDHTVBSZ74YZVR75VD
01GZ1HY1G5ZZGP460QG7SFWNJF,Jul,2010,489.8780551,01GY33CCPRH3562BP7KZFC8PFQ
01GZ1HY1G9VQ324G2QRZ8B8TSA,Nov,2006,651.3911984,01GY33CCPX2CQXMQ3EDWM0MX29
01GZ1HY1GCN8CT5DRSCJPN0ZXJ,Oct,2001,723.3675139,01GY33CCQ4DNBNTPMYSA2D724X
01GZ1HY1GF6G9PWA677N1Y2181,Oct,2001,289.5720578,01GY33CCQ9F23Q2TPMCJQSAT0B
01GZ1HY1GJFCZD44KN90DMMN1P,Mar,2010,94.89076263,01GY33CCQEYGAJEGPZRYRM780E
01GZ1HY1GNKKZ1P6TW68KPD8VD,May,2003,799.6678629,01GY33CCQMQDD57CFTRSXQ9ZFH
01GZ1HY1GRCAN42MJGG0BFYC13,Dec,2003,184.8611275,01GY33CCQVDZPY6VGPAKT88V1V
01GZ1HY1GV9J39DYKGB9YC4AS8,Sep,2002,418.3109721,01GY33CCR0GBMHNJ5XDPB7MRA1
01GZ1HY1GY8QQSP6EFHPQSZRAH,May,2009,33.19085799,01GY33CCR6QM8H106T03JM0TYY
01GZ1HY1H2K1T7TMF8A5YS75KP,Nov,2007,654.6485415,01GY33CCRC7CYWHD1NYEPVPB50
01GZ1HY1H6MEF1DB05S49D80H1,Sep,2005,797.7469019,01GY33CCRHHYNV8A6D4679ZWNJ
01GZ1HY1H9PNBE39P74AYN3TEH,Mar,2002,645.7738568,01GY33CCRRVAQJ2VPQJ07YFGVZ
01GZ1HY1HF6PCTDJDVZKAC0DSR,Dec,2010,728.4756442,01GY33CCRX5PF3MMRJTWZ30A3P
01GZ1HY1HJ6YXK8WD3ZBDPRJV3,Aug,2009,853.8600858,01GY33CCS2B07MK1GHDPNN8QRA
01GZ1HY1HN6B865JVJ7GM5B6V4,Jan,2000,610.345552,01GY33CCS7N6EM0C37Z0517N0F
01GZ1HY1HRP11JPAZD1JP22N9E,Dec,2008,74.06837882,01GY33CCSCVW8N5HFBKMYAK8X0
01GZ1HY1HVH90SJ56K4RR7ADKT,Sep,2003,655.1256455,01GY33CCSH2TPES343AZC86YZ9
01GZ1HY1HY5GG83XT9YP1MK7AQ,Jun,2003,199.027683,01GY33CCSQH9ENXTQJ6EMRXHE6
01GZ1HY1J199F9N47RZ2VKEFBG,Jun,2003,722.9679273,01GY33CCSWVCSBSNH2QE6227V5
01GZ1HY1J40GTD33B3VFM7Y66N,Feb,2001,582.0925033,01GY33CCT1JAKVK9DC0A2QPTJX
01GZ1HY1J79ZXSRXK7544T5ZEH,Jan,2004,78.2949349,01GY33CCT6Z5QB9830C2BHX3S6
01GZ1HY1JBJW4T38CANZ0E2X5M,Aug,2003,613.4502749,01GY33CCTBZJK0JVXB29NHHY2D
01GZ1HY1JD7H06JYN7MZMXBJRG,Jan,2005,717.9091714,01GY33CCTHXNBPVC0KTM65YBCX
01GZ1HY1JGVCH1D9DKCW39FSP8,Jun,2005,214.647111,01GY33CCTP40HD53MHBXGKTA1G
01GZ1HY1JK70Z64YQMQ186QV25,Sep,2007,227.8040977,01GY33CCTT9G87YYC6GBWHBAEE
01GZ1HY1JP995896VE15XHCK1R,May,2010,946.968306,01GY33CCTXFYHNJ6SRM3PVRRSR
01GZ1HY1JRNGWKS60VJ4Q3HP4R,Feb,2001,138.680747,01GY33CCV1A320F90938JNH0ZN
01GZ1HY1JY88J4PE7C4ZPYYGNV,Jan,2005,42.50921759,01GY33CCV48XXVAKS5MQ5RSY0B
01GZ1HY1K414VRXWNTH2CDFS4D,Nov,2013,864.2999115,01GY33CCV9TC5B2RKN2B2MJV0X
01GZ1HY1K8APYX6YZ510PTK65X,Mar,2010,341.0562815,01GY33CCVE4A9GD2C5JF8184CV
01GZ1HY1KEJVJ398GT99ZXGW2C,Nov,2004,329.4555904,01GY33CCW7ZG1T8C5VBRNXWDH7
01GZ1HY1KKC7B33N3JQPZQ4H1C,Jan,2007,583.6438807,01GY33CCWAC9KMS3SGQZ91H7F7
01GZ1HY1KS0DJ8N0JT33X82MB8,Apr,2008,232.0720333,01GY33CCWDG5M1SHDS49SA1PS9
01GZ1HY1KYNWFDMHQ9966CPAPD,Apr,2012,701.6048367,01GY33CCWGTJJ570BX94CEVM88
01GZ1HY1M3FAR3M0MQY6ZQA630,Aug,2013,615.3756031,01GY33CCWMA1BEZZ1S14ABWVWD
01GZ1HY1M9GRDWEN5GV9M5MV4Q,Jan,2008,330.3229144,01GY33CCWRZT7FTSYT6HH3P1DN
01GZ1HY1MED6C6ETEJ7JKGN6EG,Jan,2007,451.284662,01GY33CCWVFK19FFZYAXDZ2GX8
01GZ1HY1MKMAP3MKRWD0D1J2Y0,Apr,2005,413.3586521,01GY33CCWYCF8SM14MP8RRKV1B
01GZ1HY1MR8PA0VHNXRVBDCP37,Aug,2001,453.2801601,01GY33CCX21RVXWY3JD4Q4FZWT
01GZ1HY1MXVJ1F5S0610TNNEDD,Sep,2001,600.0659148,01GY33CCX5DWDYG1BQECYECQJZ
01GZ1HY1N3BRMVS20M41Z27Z8E,Apr,2005,195.0640748,01GY33CCXA62YJTW6E4BJHKX3E
01GZ1HY1N62B9MSDD2MKN2KXC0,Sep,2010,863.2511526,01GY33CCXGJNCZWEGDZMSV9BXM
01GZ1HY1NBPFMNN0CRW0SVHYBC,Jul,2006,26.56226833,01GY33CCXPPRC0KHZ76GA5F8HV
01GZ1HY1NHGFPVM12E5MV0A19H,Nov,2006,173.2219269,01GY33CCXWBN23TYV46ZSE65WN
01GZ1HY1NQZ5AA2WPNMRVC8EV2,Apr,2002,468.3722173,01GY33CCY3AFSY9YEMMF19SJ6R
01GZ1HY1NXNJK7NJCZAP88BKR6,Jun,2007,853.0527417,01GY33CCY9J3SZP25G1THQC8KA
01GZ1HY1P2X4XQE8HZME9VKED8,Sep,2009,78.03971474,01GY33CCYFF721ZTE4J4FNZQWY
01GZ1HY1P6V2J8E743FXTY3B0H,Feb,2007,739.0801969,01GY33CCYNS6VH9T587HHVPJ1A
01GZ1HY1PBKXYZDBJRB7ZGCMAK,Apr,2009,902.0370051,01GY33CCYT0W45M56KNQW5DH0V
01GZ1HY1FDF0G1TVCA0GSXXN7C,May,2000,108.4254084,01GY33CCNWAEZFT0YA0FBTEES8
01GZ1HY1FV48MA1RBW12BHX8AP,Oct,2001,816.3517501,01GY33CCP2SQ09KHDY47TMYDF1
01GZ1HY1GEYDPBRQNC9D3RCFC6,Jul,2009,580.4416126,01GY33CCP77NAHPH0VV9AHX38E
01GZ1HY1GNFXNN5D7B8JD7GJ9W,Oct,2002,379.8189847,01GY33CCPEC6BKH65MTC4PEQ8M
01GZ1HY1GTYHQBPSVVN2V73X2E,Oct,2001,953.7876988,01GY33CCPMBN1E8285XHCN3BW3
01GZ1HY1H15MKCN29V6GGEVF9A,Mar,2002,266.289323,01GY33CCPT2CFP259D03GDNZ2Y
01GZ1HY1H8SVYV01W802VWKAKK,Jun,2010,907.9355006,01GY33CCQ0WTTM1W79JQP0ZD39
01GZ1HY1HBD0J72FGEPK7X5J20,Apr,2005,883.9602792,01GY33CCQ6KTPT0Y9W758JMX3A
01GZ1HY1HGG6DQEFFRE0A3JYWD,May,2007,921.9365657,01GY33CCQC7QS008VSV1RCK4CD
01GZ1HY1HMV7KVX5HYG83KJA36,Jul,2004,896.9916006,01GY33CCQKPS9TZKN9CTMRFXQN
01GZ1HY1HR9Z2WBKR04HZH7AAM,Feb,2010,36.52330473,01GY33CCQRQW48NKQSG5KPSS39
01GZ1HY1HWB92N46SPS64V1QCX,Apr,2002,544.2051072,01GY33CCQYZJ7YQ4BYDNKFQHCP
01GZ1HY1J2VMHYQH5DX7K6NT71,Feb,2012,361.0007651,01GY33CCR3KWQ7TRXCRRFMMX06
01GZ1HY1JF65ECRSQ2DVB65FR2,Jun,2007,602.7003537,01GY33CCR9E39E5PAHZ9BY801Q
01GZ1HY1JNTX7MKKJGADHEW4B0,Apr,2005,959.7931556,01GY33CCRF6ZDJ6WZ2GMRVZCBR
01GZ1HY1JWV7EXQ4P28WCR593N,Nov,2009,479.6186179,01GY33CCRMWJ224HYXD2MDV8TK
01GZ1HY1K2RJ0XP3MEKSMKWM29,Mar,2010,320.8193372,01GY33CCRRV2YFFHXSGMMYXNKJ
01GZ1HY1K87CMFN03M315K7MRZ,Feb,2005,785.5854392,01GY33CCRV0P88K7B3EKZCFM2N
01GZ1HY1KEZXBNCAE2SD0T68WR,Dec,2006,645.5843924,01GY33CCRZSXH6HN3YNJW3YY55
01GZ1HY1KN9HN3H9EK1SS0H157,Oct,2012,582.2582243,01GY33CCS3MTWCC59H4ESRYZS3
01GZ1HY1KVDSWNX9QC66MRXMW4,Jun,2001,122.4742507,01GY33CCS6FYV47H6JHS8B9B11
01GZ1HY1M1XM6TGJVD7G4EK1VD,Jan,2001,794.164823,01GY33CCS9RV642H2RE2T9FSX2
01GZ1HY1M7FM5QTWSSE5KEQJ72,Aug,2010,661.3669154,01GY33CCSDQ1A03K6AXMFZRW13
01GZ1HY1MDWRF256QKB54EGKK2,Mar,2005,261.7655125,01GY33CCSG6D9XZVJA722AVJNY
01GZ1HY1MJZD6DCEJ9NAW76AG7,Dec,2011,888.6216028,01GY33CCSMDV69W2X1W802QAKX
01GZ1HY1MRKV3NKBTWR289QBFN,Aug,2008,464.920434,01GY33CCSQA8QEJCQPH2HKHMWR
01GZ1HY1MXDQ7KKAC36AKPC49F,Dec,2000,212.3844912,01GY33CCSS5Y7Z4RSK26AHFNK4
01GZ1HY1N266AYB7K746PWAGBC,Oct,2010,578.8830854,01GY33CCSXVC431WT04NY5QCX7
01GZ1HY1N6TSBAPAD5YY91TKK8,Jan,2000,185.6575849,01GY33CCT0Y562RDFDBRJYJ534
01GZ1HY1NBDBCGT2JXS0V8K6JX,Feb,2006,866.5264687,01GY33CCT41P1J4C5TGFWRV3SP
01GZ1HY1NG0WD93DDHF67ZCD9F,Dec,2013,720.0766992,01GY33CCT8RNDDBVWC0HP4KSTY
01GZ1HY1NV2WFJ90319XW1SC8H,Apr,2005,892.6871695,01GY33CCTBPF5ZK8T9NWXKVY70
01GZ1HY1P10YVQW515PK6FDX69,Apr,2009,370.0849556,01GY33CCTF0X92X6W733TGTBK6
01GZ1HY1P6WCEFHHY6XWJVR70K,Aug,2005,447.4878587,01GY33CCTJN33BJK71HGXYGX3T
01GZ1HY1PCPD8NAN1EPC7RJGQW,Jun,2004,108.9058305,01GY33CCTQ4X4TRYKBW8W3JYA2
01GZ1HY1PK73WNVB0823ER48PE,May,2012,439.4469282,01GY33CCTTVCDMD1D83XF206KN
01GZ1HY1PTKGFBVCVF6XZSJ0WF,Apr,2010,776.1432117,01GY33CCTXA9APJ0136821MZYZ
01GZ1HY1Q0VGT2R56148Z5S1AZ,Nov,2007,494.8227122,01GY33CCV28VV70GR6K8JPNC6X
01GZ1HY1Q7M3VP13H2WRKADJZ0,Jul,2000,29.39455373,01GY33CCV6GHTY4BNWW5YYP5D7
01GZ1HY1QBH82XWGKTHPBD4913,Dec,2013,854.0306366,01GY33CCVAZZ9GNXSRQAQ387VV
01GZ1HY1QFV4F6PTEDVXF28R8C,Apr,2003,746.3180367,01GY33CCVEWKHM8EP57EZ4HRZJ
01GZ1HY1QKPCQZ1BPCF1ZZ5XNP,Nov,2002,258.455253,01GY33CCVJ8KP37H9Y6QN2VR4Q
01GZ1HY1QRHW8WTV5QE7CFPXTS,Oct,2004,804.9329012,01GY33CCW3XGDEBAXG23J8B5KG
01GZ1HY1QWVHDDAD8A7QA53D5D,Jul,2011,933.7547031,01GY33CCW8ZG6KFJ3Q9GEAN7WH
01GZ1HY1QZQE9W0EY02AGXDC7E,Feb,2007,307.8758263,01GY33CCWCGPS2WREVFWK9JW7F
01GZ1HY1R5T9BSH1QHBQQW4G47,Dec,2009,875.421127,01GY33CCWG2SEESC6HEDA8SKRH
01GZ1HY1RA759NPAQPH7ZTV3DS,May,2003,910.322012,01GY33CCWMMZF8XK8AWPRQ7B06
01GZ1HY1RG26AN4JVYHA7NVDBN,Sep,2002,723.920537,01GY33CCWRS4N33E4CQW7H16HB
01GZ1HY1RMKBX7MXVPGXZ4BQMW,Jan,2013,240.4900809,01GY33CCWVA7F8VY0ZXSZBSB6S
01GZ1HY1RR4HVMCX1FNRETKRRN,Mar,2000,203.545062,01GY33CCWYV28MAJ628RKY5ZR7
01GZ1HY1M25FRE4KN9CAWA87QB,Jan,2004,385.74759,01GY33CCPF16CJTMT30M0W85QN
01GZ1HY1MH73AQF4K5VPF118K6,Sep,2004,56.44191479,01GY33CCPKJ3MZR21S6ZG993YQ
01GZ1HY1MNBA9E0GQNRRDFWTJ2,Feb,2005,910.7819688,01GY33CCPPH0ZV5C7KRNRSF33A
01GZ1HY1MS2RWBMV7SJ0RB6WGR,Sep,2010,35.92369641,01GY33CCPS3APABJMYPE4RV3HV
01GZ1HY1MX0F9T05RZZ71M1PK5,Apr,2008,101.2960844,01GY33CCPVYK9W57MDWM8A46N4
01GZ1HY1N1EP27Q91DRPAVRGS3,Jul,2011,609.5237943,01GY33CCPZB7WR6T9P60T1VANE
01GZ1HY1N61B2NQX9AANAE6NS1,Nov,2008,509.3490967,01GY33CCQ2B8KJC9REYQRY1YQ9
01GZ1HY1Q6RZM7X9NXHW7ANWX0,Apr,2001,330.1611818,01GY33CCQ5NK23M9HJHB4416MT
01GZ1HY1QA7W2K28D6KZQ3SZ28,Aug,2009,120.9962811,01GY33CCQ9A2174HDPFKYP20KD
01GZ1HY1QE6Q1FCQ0Y6FA6PHBC,Jan,2002,86.22783653,01GY33CCQFHZRJ6JEEQ65FMJ3K
01GZ1HY1QKQPFR8ZHSCW99K2M4,Mar,2001,904.7649139,01GY33CCQMETR306AF7ATN0M1A
01GZ1HY1QQCET3GMZSTSJQ0HGY,Dec,2010,542.8200878,01GY33CCQT7NJG77YPZ3XEDZY6
01GZ1HY1QVR07KMJ7TKKSDPKDW,Apr,2007,420.3618735,01GY33CCQYGX0FS2TA8SRHQNG0
01GZ1HY1QYWWR3QQSHEBNXWTDN,Dec,2002,993.2726066,01GY33CCR33A2SCD2N5YNZ3EBA
01GZ1HY1R2T1G328VSTZH772WK,Sep,2003,849.3801485,01GY33CCR935F8DKAKRG31FNES
01GZ1HY1R6XY5T5Z3Z999A6CXQ,Aug,2011,806.1802906,01GY33CCRF2624N8T84369A0R1
01GZ1HY1RCMPYRJJRBC7T0HGDT,Nov,2008,420.7400561,01GY33CCRNA5BY7B1F4687KF3W
01GZ1HY1RHWYBZEYT3PWGYNAZ0,Jul,2009,557.3015046,01GY33CCRVPKN5V2MVN2NVK0RY
01GZ1HY1RN2V07ECNNG5NV5Y7H,Mar,2007,306.2485187,01GY33CCS1FGBXASF98M588XQT
01GZ1HY1RVVSCAR40GCQX34P1V,Nov,2006,878.7784328,01GY33CCS6VVPCPKCDKR57ABKD
